UF;Município;Quantitativo;Porcentagem (%);qt_nome_social;qt_deficientes;Data de carga
AC;ACRELÂNDIA;1809;0,023;0;1;2024-09-16 15:01:10
AC;ASSIS BRASIL;1445;0,0184;0;3;2024-09-16 15:01:10
AC;BRASILÉIA;2628;0,0334;0;10;2024-09-16 15:01:10
AC;BUJARI;2067;0,0263;0;7;2024-09-16 15:01:10
AC;CAPIXABA;1462;0,0186;0;14;2024-09-16 15:01:10
AC;CRUZEIRO DO SUL;5261;0,0669;0;5;2024-09-16 15:01:10
AC;EPITACIOLÂNDIA;1952;0,0248;0;10;2024-09-16 15:01:10
AC;FEIJÓ;2126;0,027;0;13;2024-09-16 15:01:10
AC;JORDÃO;1397;0,0178;0;3;2024-09-16 15:01:10
AC;MANOEL URBANO;1258;0,016;0;6;2024-09-16 15:01:10
AC;MARECHAL THAUMATURGO;1494;0,019;0;2;2024-09-16 15:01:10
AC;MÂNCIO LIMA;2523;0,0321;0;5;2024-09-16 15:01:10
AC;PLÁCIDO DE CASTRO;2474;0,0315;0;14;2024-09-16 15:01:10
AC;PORTO ACRE;2320;0,0295;0;15;2024-09-16 15:01:10
AC;PORTO WALTER;1177;0,015;0;0;2024-09-16 15:01:10
AC;RIO BRANCO;32304;0,411;2;93;2024-09-16 15:01:10
AC;RODRIGUES ALVES;1346;0,0171;0;2;2024-09-16 15:01:10
AC;SANTA ROSA DO PURUS;858;0,0109;0;0;2024-09-16 15:01:10
AC;SENA MADUREIRA;3046;0,0388;0;18;2024-09-16 15:01:10
AC;SENADOR GUIOMARD;3293;0,0419;0;7;2024-09-16 15:01:10
AC;TARAUACÁ;4801;0,0611;0;20;2024-09-16 15:01:10
AC;XAPURI;1565;0,0199;0;5;2024-09-16 15:01:10
AL;ANADIA;1125;0,0061;0;5;2024-09-16 15:01:10
AL;ARAPIRACA;6867;0,037;0;11;2024-09-16 15:01:10
AL;ATALAIA;2184;0,0118;0;4;2024-09-16 15:01:10
AL;BARRA DE SANTO ANTÔNIO;1702;0,0092;0;6;2024-09-16 15:01:10
AL;BARRA DE SÃO MIGUEL;1448;0,0078;0;8;2024-09-16 15:01:10
AL;BATALHA;1309;0,007;0;6;2024-09-16 15:01:10
AL;BELO MONTE;984;0,0053;0;7;2024-09-16 15:01:10
AL;BELÉM;821;0,0044;0;4;2024-09-16 15:01:10
AL;BOCA DA MATA;1790;0,0096;0;3;2024-09-16 15:01:10
AL;BRANQUINHA;887;0,0048;0;6;2024-09-16 15:01:10
AL;CACIMBINHAS;968;0,0052;0;2;2024-09-16 15:01:10
AL;CAJUEIRO;1371;0,0074;0;3;2024-09-16 15:01:10
AL;CAMPESTRE;843;0,0045;0;0;2024-09-16 15:01:10
AL;CAMPO ALEGRE;2699;0,0145;0;16;2024-09-16 15:01:10
AL;CAMPO GRANDE;1007;0,0054;0;25;2024-09-16 15:01:10
AL;CANAPI;1376;0,0074;0;0;2024-09-16 15:01:10
AL;CAPELA;1623;0,0087;0;11;2024-09-16 15:01:10
AL;CARNEIROS;976;0,0053;0;0;2024-09-16 15:01:10
AL;CHÃ PRETA;662;0,0036;0;3;2024-09-16 15:01:10
AL;COITÉ DO NÓIA;946;0,0051;0;1;2024-09-16 15:01:10
AL;COLÔNIA LEOPOLDINA;1431;0,0077;0;14;2024-09-16 15:01:10
AL;COQUEIRO SECO;924;0,005;1;3;2024-09-16 15:01:10
AL;CORURIPE;2290;0,0123;1;7;2024-09-16 15:01:10
AL;CRAÍBAS;1458;0,0078;0;1;2024-09-16 15:01:10
AL;DELMIRO GOUVEIA;4433;0,0239;0;3;2024-09-16 15:01:10
AL;DOIS RIACHOS;1057;0,0057;0;0;2024-09-16 15:01:10
AL;ESTRELA DE ALAGOAS;1071;0,0058;0;1;2024-09-16 15:01:10
AL;FEIRA GRANDE;1301;0,007;0;2;2024-09-16 15:01:10
AL;FELIZ DESERTO;771;0,0041;0;0;2024-09-16 15:01:10
AL;FLEXEIRAS;679;0,0037;0;5;2024-09-16 15:01:10
AL;GIRAU DO PONCIANO;1745;0,0094;0;25;2024-09-16 15:01:10
AL;IBATEGUARA;1131;0,0061;0;3;2024-09-16 15:01:10
AL;IGACI;1494;0,008;0;22;2024-09-16 15:01:10
AL;IGREJA NOVA;2131;0,0115;0;1;2024-09-16 15:01:10
AL;INHAPI;1331;0,0072;0;2;2024-09-16 15:01:10
AL;JACARÉ DOS HOMENS;856;0,0046;0;3;2024-09-16 15:01:10
AL;JACUÍPE;978;0,0053;0;1;2024-09-16 15:01:10
AL;JAPARATINGA;1049;0,0056;0;0;2024-09-16 15:01:10
AL;JARAMATAIA;710;0,0038;0;0;2024-09-16 15:01:10
AL;JEQUIÁ DA PRAIA;1214;0,0065;0;6;2024-09-16 15:01:10
AL;JOAQUIM GOMES;1317;0,0071;0;6;2024-09-16 15:01:10
AL;JUNDIÁ;796;0,0043;0;3;2024-09-16 15:01:10
AL;JUNQUEIRO;1153;0,0062;1;3;2024-09-16 15:01:10
AL;LAGOA DA CANOA;1217;0,0066;0;0;2024-09-16 15:01:10
AL;LIMOEIRO DE ANADIA;1423;0,0077;0;2;2024-09-16 15:01:10
AL;MACEIÓ;29582;0,1592;6;331;2024-09-16 15:01:10
AL;MAJOR ISIDORO;1572;0,0085;0;2;2024-09-16 15:01:10
AL;MAR VERMELHO;637;0,0034;0;1;2024-09-16 15:01:10
AL;MARAGOGI;1706;0,0092;0;2;2024-09-16 15:01:10
AL;MARAVILHA;1259;0,0068;0;0;2024-09-16 15:01:10
AL;MARECHAL DEODORO;2877;0,0155;0;12;2024-09-16 15:01:10
AL;MARIBONDO;1452;0,0078;0;9;2024-09-16 15:01:10
AL;MATA GRANDE;1414;0,0076;0;1;2024-09-16 15:01:10
AL;MATRIZ DE CAMARAGIBE;1767;0,0095;0;8;2024-09-16 15:01:10
AL;MESSIAS;1374;0,0074;0;3;2024-09-16 15:01:10
AL;MINADOR DO NEGRÃO;688;0,0037;0;2;2024-09-16 15:01:10
AL;MONTEIRÓPOLIS;975;0,0052;0;4;2024-09-16 15:01:10
AL;MURICI;1453;0,0078;0;0;2024-09-16 15:01:10
AL;NOVO LINO;880;0,0047;0;5;2024-09-16 15:01:10
AL;OLHO D'ÁGUA DAS FLORES;1907;0,0103;0;6;2024-09-16 15:01:10
AL;OLHO D'ÁGUA DO CASADO;773;0,0042;0;0;2024-09-16 15:01:10
AL;OLHO D'ÁGUA GRANDE;712;0,0038;0;1;2024-09-16 15:01:10
AL;OLIVENÇA;1399;0,0075;0;1;2024-09-16 15:01:10
AL;OURO BRANCO;1255;0,0068;0;1;2024-09-16 15:01:10
AL;PALESTINA;668;0,0036;0;2;2024-09-16 15:01:10
AL;PALMEIRA DOS ÍNDIOS;4474;0,0241;0;7;2024-09-16 15:01:10
AL;PARICONHA;1110;0,006;0;1;2024-09-16 15:01:10
AL;PARIPUEIRA;1325;0,0071;0;4;2024-09-16 15:01:10
AL;PASSO DE CAMARAGIBE;1689;0,0091;0;33;2024-09-16 15:01:10
AL;PAULO JACINTO;1015;0,0055;0;11;2024-09-16 15:01:10
AL;PENEDO;3755;0,0202;0;8;2024-09-16 15:01:10
AL;PIAÇABUÇU;1424;0,0077;0;0;2024-09-16 15:01:10
AL;PILAR;2365;0,0127;0;17;2024-09-16 15:01:10
AL;PINDOBA;519;0,0028;0;1;2024-09-16 15:01:10
AL;PIRANHAS;1588;0,0085;0;1;2024-09-16 15:01:10
AL;PORTO CALVO;2257;0,0121;0;5;2024-09-16 15:01:10
AL;PORTO DE PEDRAS;1064;0,0057;0;1;2024-09-16 15:01:10
AL;PORTO REAL DO COLÉGIO;1603;0,0086;0;0;2024-09-16 15:01:10
AL;POÇO DAS TRINCHEIRAS;1080;0,0058;0;4;2024-09-16 15:01:10
AL;PÃO DE AÇÚCAR;1998;0,0108;0;4;2024-09-16 15:01:10
AL;QUEBRANGULO;1027;0,0055;0;0;2024-09-16 15:01:10
AL;RIO LARGO;4216;0,0227;0;16;2024-09-16 15:01:10
AL;ROTEIRO;807;0,0043;0;3;2024-09-16 15:01:10
AL;SANTA LUZIA DO NORTE;1329;0,0072;1;9;2024-09-16 15:01:10
AL;SANTANA DO IPANEMA;2383;0,0128;0;10;2024-09-16 15:01:10
AL;SANTANA DO MUNDAÚ;1183;0,0064;0;1;2024-09-16 15:01:10
AL;SATUBA;1271;0,0068;0;6;2024-09-16 15:01:10
AL;SENADOR RUI PALMEIRA;903;0,0049;0;2;2024-09-16 15:01:10
AL;SÃO BRÁS;1084;0,0058;0;0;2024-09-16 15:01:10
AL;SÃO JOSÉ DA LAJE;1717;0,0092;0;0;2024-09-16 15:01:10
AL;SÃO JOSÉ DA TAPERA;1564;0,0084;0;0;2024-09-16 15:01:10
AL;SÃO LUÍS DO QUITUNDE;2343;0,0126;0;2;2024-09-16 15:01:10
AL;SÃO MIGUEL DOS CAMPOS;4063;0,0219;0;12;2024-09-16 15:01:10
AL;SÃO MIGUEL DOS MILAGRES;973;0,0052;0;6;2024-09-16 15:01:10
AL;SÃO SEBASTIÃO;2168;0,0117;0;7;2024-09-16 15:01:10
AL;TANQUE D'ARCA;905;0,0049;0;3;2024-09-16 15:01:10
AL;TAQUARANA;1307;0,007;0;4;2024-09-16 15:01:10
AL;TEOTÔNIO VILELA;1495;0,008;0;3;2024-09-16 15:01:10
AL;TRAIPU;2063;0,0111;0;0;2024-09-16 15:01:10
AL;UNIÃO DOS PALMARES;2689;0,0145;0;7;2024-09-16 15:01:10
AL;VIÇOSA;1585;0,0085;0;0;2024-09-16 15:01:10
AL;ÁGUA BRANCA;1546;0,0083;0;2;2024-09-16 15:01:10
AM;ALVARÃES;1597;0,0061;0;2;2024-09-16 15:01:10
AM;AMATURÁ;1953;0,0074;0;2;2024-09-16 15:01:10
AM;ANAMÃ;1551;0,0059;0;0;2024-09-16 15:01:10
AM;ANORI;1868;0,0071;0;7;2024-09-16 15:01:10
AM;APUÍ;2060;0,0078;0;6;2024-09-16 15:01:10
AM;ATALAIA DO NORTE;1460;0,0055;0;4;2024-09-16 15:01:10
AM;AUTAZES;3749;0,0142;0;9;2024-09-16 15:01:10
AM;BARCELOS;1711;0,0065;0;1;2024-09-16 15:01:10
AM;BARREIRINHA;3174;0,012;0;6;2024-09-16 15:01:10
AM;BENJAMIN CONSTANT;3280;0,0124;2;8;2024-09-16 15:01:10
AM;BERURI;2602;0,0099;0;6;2024-09-16 15:01:10
AM;BOA VISTA DO RAMOS;2149;0,0081;0;9;2024-09-16 15:01:10
AM;BOCA DO ACRE;2978;0,0113;0;10;2024-09-16 15:01:10
AM;BORBA;3027;0,0115;0;10;2024-09-16 15:01:10
AM;CAAPIRANGA;1700;0,0064;0;1;2024-09-16 15:01:10
AM;CANUTAMA;1926;0,0073;0;4;2024-09-16 15:01:10
AM;CARAUARI;2443;0,0093;0;7;2024-09-16 15:01:10
AM;CAREIRO;2947;0,0112;0;13;2024-09-16 15:01:10
AM;CAREIRO DA VÁRZEA;1995;0,0076;0;3;2024-09-16 15:01:10
AM;COARI;6824;0,0259;2;62;2024-09-16 15:01:10
AM;CODAJÁS;3113;0,0118;0;3;2024-09-16 15:01:10
AM;EIRUNEPÉ;3126;0,0119;0;31;2024-09-16 15:01:10
AM;ENVIRA;2169;0,0082;0;1;2024-09-16 15:01:10
AM;FONTE BOA;3453;0,0131;0;5;2024-09-16 15:01:10
AM;GUAJARÁ;1896;0,0072;0;32;2024-09-16 15:01:10
AM;HUMAITÁ;4486;0,017;0;9;2024-09-16 15:01:10
AM;IPIXUNA;1229;0,0047;0;1;2024-09-16 15:01:10
AM;IRANDUBA;4210;0,016;0;31;2024-09-16 15:01:10
AM;ITACOATIARA;7329;0,0278;1;133;2024-09-16 15:01:10
AM;ITAMARATI;1017;0,0039;0;7;2024-09-16 15:01:10
AM;ITAPIRANGA;1672;0,0063;0;7;2024-09-16 15:01:10
AM;JAPURÁ;1277;0,0048;0;7;2024-09-16 15:01:10
AM;JURUÁ;1544;0,0059;0;0;2024-09-16 15:01:10
AM;JUTAÍ;2792;0,0106;0;2;2024-09-16 15:01:10
AM;LÁBREA;2897;0,011;0;9;2024-09-16 15:01:10
AM;MANACAPURU;6681;0,0253;0;7;2024-09-16 15:01:10
AM;MANAQUIRI;2287;0,0087;0;2;2024-09-16 15:01:10
AM;MANAUS;85512;0,3242;3;441;2024-09-16 15:01:10
AM;MANICORÉ;4550;0,0173;0;5;2024-09-16 15:01:10
AM;MARAÃ;1608;0,0061;0;0;2024-09-16 15:01:10
AM;MAUÉS;4958;0,0188;0;13;2024-09-16 15:01:10
AM;NHAMUNDÁ;2277;0,0086;2;11;2024-09-16 15:01:10
AM;NOVA OLINDA DO NORTE;2584;0,0098;0;3;2024-09-16 15:01:10
AM;NOVO AIRÃO;2368;0,009;0;46;2024-09-16 15:01:10
AM;NOVO ARIPUANÃ;2834;0,0107;0;6;2024-09-16 15:01:10
AM;PARINTINS;7900;0,03;3;54;2024-09-16 15:01:10
AM;PAUINI;1439;0,0055;0;3;2024-09-16 15:01:10
AM;PRESIDENTE FIGUEIREDO;4541;0,0172;0;19;2024-09-16 15:01:10
AM;RIO PRETO DA EVA;2853;0,0108;1;4;2024-09-16 15:01:10
AM;SANTA ISABEL DO RIO NEGRO;1786;0,0068;0;8;2024-09-16 15:01:10
AM;SANTO ANTÔNIO DO IÇÁ;3419;0,013;0;1;2024-09-16 15:01:10
AM;SILVES;1665;0,0063;0;15;2024-09-16 15:01:10
AM;SÃO GABRIEL DA CACHOEIRA;4237;0,0161;0;92;2024-09-16 15:01:10
AM;SÃO PAULO DE OLIVENÇA;2877;0,0109;2;3;2024-09-16 15:01:10
AM;SÃO SEBASTIÃO DO UATUMÃ;1393;0,0053;0;5;2024-09-16 15:01:10
AM;TABATINGA;5156;0,0195;0;5;2024-09-16 15:01:10
AM;TAPAUÁ;2568;0,0097;0;2;2024-09-16 15:01:10
AM;TEFÉ;5788;0,0219;0;30;2024-09-16 15:01:10
AM;TONANTINS;1924;0,0073;0;0;2024-09-16 15:01:10
AM;UARINI;1964;0,0074;0;2;2024-09-16 15:01:10
AM;URUCARÁ;3046;0,0115;1;5;2024-09-16 15:01:10
AM;URUCURITUBA;2347;0,0089;0;2;2024-09-16 15:01:10
AP;AMAPÁ;1835;0,0174;0;7;2024-09-16 15:01:10
AP;CALÇOENE;1856;0,0176;0;4;2024-09-16 15:01:10
AP;CUTIAS;1455;0,0138;0;5;2024-09-16 15:01:10
AP;FERREIRA GOMES;2175;0,0206;0;5;2024-09-16 15:01:10
AP;ITAUBAL;1842;0,0175;0;11;2024-09-16 15:01:10
AP;LARANJAL DO JARI;4745;0,045;0;10;2024-09-16 15:01:10
AP;MACAPÁ;55992;0,5309;7;403;2024-09-16 15:01:10
AP;MAZAGÃO;2793;0,0265;0;31;2024-09-16 15:01:10
AP;OIAPOQUE;2598;0,0246;1;51;2024-09-16 15:01:10
AP;PEDRA BRANCA DO AMAPARI;2732;0,0259;1;6;2024-09-16 15:01:10
AP;PORTO GRANDE;3227;0,0306;0;9;2024-09-16 15:01:10
AP;PRACUÚBA;1542;0,0146;0;20;2024-09-16 15:01:10
AP;SANTANA;17203;0,1631;1;42;2024-09-16 15:01:10
AP;SERRA DO NAVIO;1189;0,0113;0;4;2024-09-16 15:01:10
AP;TARTARUGALZINHO;2341;0,0222;1;9;2024-09-16 15:01:10
AP;VITÓRIA DO JARI;1949;0,0185;0;2;2024-09-16 15:01:10
BA;ABARÉ;1785;0,0018;0;4;2024-09-16 15:01:10
BA;ABAÍRA;720;0,0007;0;0;2024-09-16 15:01:10
BA;ACAJUTIBA;1498;0,0015;0;5;2024-09-16 15:01:10
BA;ADUSTINA;1262;0,0013;0;1;2024-09-16 15:01:10
BA;AIQUARA;772;0,0008;0;0;2024-09-16 15:01:10
BA;ALAGOINHAS;7818;0,0079;1;51;2024-09-16 15:01:10
BA;ALCOBAÇA;2060;0,0021;0;0;2024-09-16 15:01:10
BA;ALMADINA;977;0,001;0;3;2024-09-16 15:01:10
BA;AMARGOSA;2205;0,0022;0;2;2024-09-16 15:01:10
BA;AMÉLIA RODRIGUES;2857;0,0029;0;4;2024-09-16 15:01:10
BA;AMÉRICA DOURADA;1397;0,0014;0;6;2024-09-16 15:01:10
BA;ANAGÉ;1543;0,0016;0;10;2024-09-16 15:01:10
BA;ANDARAÍ;1271;0,0013;0;1;2024-09-16 15:01:10
BA;ANDORINHA;1089;0,0011;0;5;2024-09-16 15:01:10
BA;ANGICAL;1635;0,0017;0;3;2024-09-16 15:01:10
BA;ANGUERA;786;0,0008;0;1;2024-09-16 15:01:10
BA;ANTAS;1021;0,001;0;1;2024-09-16 15:01:10
BA;ANTÔNIO CARDOSO;1235;0,0012;0;5;2024-09-16 15:01:10
BA;ANTÔNIO GONÇALVES;1081;0,0011;0;10;2024-09-16 15:01:10
BA;APORÁ;1625;0,0016;0;28;2024-09-16 15:01:10
BA;APUAREMA;702;0,0007;0;0;2024-09-16 15:01:10
BA;ARACATU;1311;0,0013;0;1;2024-09-16 15:01:10
BA;ARACI;3119;0,0031;0;0;2024-09-16 15:01:10
BA;ARAMARI;1493;0,0015;0;2;2024-09-16 15:01:10
BA;ARATACA;1061;0,0011;0;0;2024-09-16 15:01:10
BA;ARATUÍPE;1237;0,0012;0;0;2024-09-16 15:01:10
BA;ARAÇÁS;1601;0,0016;0;6;2024-09-16 15:01:10
BA;AURELINO LEAL;1464;0,0015;0;4;2024-09-16 15:01:10
BA;BAIANÓPOLIS;1636;0,0017;1;5;2024-09-16 15:01:10
BA;BAIXA GRANDE;1375;0,0014;0;8;2024-09-16 15:01:10
BA;BANZAÊ;1074;0,0011;0;1;2024-09-16 15:01:10
BA;BARRA;2447;0,0025;0;14;2024-09-16 15:01:10
BA;BARRA DA ESTIVA;1214;0,0012;0;8;2024-09-16 15:01:10
BA;BARRA DO CHOÇA;1823;0,0018;0;5;2024-09-16 15:01:10
BA;BARRA DO MENDES;1294;0,0013;0;10;2024-09-16 15:01:10
BA;BARRA DO ROCHA;873;0,0009;0;1;2024-09-16 15:01:10
BA;BARREIRAS;7422;0,0075;1;25;2024-09-16 15:01:10
BA;BARRO ALTO;980;0,001;0;3;2024-09-16 15:01:10
BA;BARRO PRETO;920;0,0009;0;1;2024-09-16 15:01:10
BA;BARROCAS;985;0,001;0;2;2024-09-16 15:01:10
BA;BELMONTE;1560;0,0016;0;3;2024-09-16 15:01:10
BA;BELO CAMPO;1153;0,0012;0;4;2024-09-16 15:01:10
BA;BIRITINGA;1665;0,0017;0;6;2024-09-16 15:01:10
BA;BOA NOVA;1248;0,0013;0;0;2024-09-16 15:01:10
BA;BOA VISTA DO TUPIM;1523;0,0015;0;2;2024-09-16 15:01:10
BA;BOM JESUS DA LAPA;2717;0,0027;0;1;2024-09-16 15:01:10
BA;BOM JESUS DA SERRA;1107;0,0011;0;11;2024-09-16 15:01:10
BA;BONINAL;833;0,0008;0;0;2024-09-16 15:01:10
BA;BONITO;1019;0,001;0;1;2024-09-16 15:01:10
BA;BOQUIRA;1481;0,0015;0;1;2024-09-16 15:01:10
BA;BOTUPORÃ;1063;0,0011;0;5;2024-09-16 15:01:10
BA;BREJOLÂNDIA;993;0,001;0;0;2024-09-16 15:01:10
BA;BREJÕES;1481;0,0015;0;3;2024-09-16 15:01:10
BA;BROTAS DE MACAÚBAS;1082;0,0011;0;4;2024-09-16 15:01:10
BA;BRUMADO;3903;0,0039;0;3;2024-09-16 15:01:10
BA;BUERAREMA;1580;0,0016;0;2;2024-09-16 15:01:10
BA;BURITIRAMA;1124;0,0011;0;2;2024-09-16 15:01:10
BA;CAATIBA;1164;0,0012;0;2;2024-09-16 15:01:10
BA;CABACEIRAS DO PARAGUAÇU;1073;0,0011;1;3;2024-09-16 15:01:10
BA;CACHOEIRA;2958;0,003;0;2;2024-09-16 15:01:10
BA;CACULÉ;1446;0,0015;0;5;2024-09-16 15:01:10
BA;CAEM;1059;0,0011;0;2;2024-09-16 15:01:10
BA;CAETANOS;1356;0,0014;0;3;2024-09-16 15:01:10
BA;CAETITÉ;2845;0,0029;0;16;2024-09-16 15:01:10
BA;CAFARNAUM;1242;0,0013;0;14;2024-09-16 15:01:10
BA;CAIRU;1634;0,0016;0;6;2024-09-16 15:01:10
BA;CALDEIRÃO GRANDE;1462;0,0015;0;0;2024-09-16 15:01:10
BA;CAMACÃ;1828;0,0018;0;4;2024-09-16 15:01:10
BA;CAMAMU;2356;0,0024;0;1;2024-09-16 15:01:10
BA;CAMAÇARI;17265;0,0174;0;184;2024-09-16 15:01:10
BA;CAMPO ALEGRE DE LOURDES;2440;0,0025;0;11;2024-09-16 15:01:10
BA;CAMPO FORMOSO;2245;0,0023;0;6;2024-09-16 15:01:10
BA;CANARANA;1593;0,0016;0;6;2024-09-16 15:01:10
BA;CANAVIEIRAS;3323;0,0034;0;12;2024-09-16 15:01:10
BA;CANDEAL;1016;0,001;0;1;2024-09-16 15:01:10
BA;CANDEIAS;7892;0,008;0;9;2024-09-16 15:01:10
BA;CANDIBA;1096;0,0011;0;0;2024-09-16 15:01:10
BA;CANSANÇÃO;2376;0,0024;0;5;2024-09-16 15:01:10
BA;CANUDOS;1388;0,0014;0;2;2024-09-16 15:01:10
BA;CANÁPOLIS;933;0,0009;0;1;2024-09-16 15:01:10
BA;CAPELA DO ALTO ALEGRE;1208;0,0012;0;2;2024-09-16 15:01:10
BA;CAPIM GROSSO;2370;0,0024;0;14;2024-09-16 15:01:10
BA;CARAVELAS;1731;0,0017;0;2;2024-09-16 15:01:10
BA;CARAÍBAS;977;0,001;0;2;2024-09-16 15:01:10
BA;CARDEAL DA SILVA;1408;0,0014;1;8;2024-09-16 15:01:10
BA;CARINHANHA;2523;0,0025;0;1;2024-09-16 15:01:10
BA;CASA NOVA;4095;0,0041;0;19;2024-09-16 15:01:10
BA;CASTRO ALVES;2274;0,0023;0;3;2024-09-16 15:01:10
BA;CATOLÂNDIA;683;0,0007;0;3;2024-09-16 15:01:10
BA;CATU;3932;0,004;0;8;2024-09-16 15:01:10
BA;CATURAMA;768;0,0008;0;5;2024-09-16 15:01:10
BA;CENTRAL;1838;0,0019;0;5;2024-09-16 15:01:10
BA;CHORROCHÓ;1254;0,0013;0;1;2024-09-16 15:01:10
BA;CIPÓ;1315;0,0013;0;2;2024-09-16 15:01:10
BA;COARACI;1735;0,0018;0;6;2024-09-16 15:01:10
BA;COCOS;1927;0,0019;0;1;2024-09-16 15:01:10
BA;CONCEIÇÃO DA FEIRA;2159;0,0022;0;3;2024-09-16 15:01:10
BA;CONCEIÇÃO DO ALMEIDA;1169;0,0012;0;3;2024-09-16 15:01:10
BA;CONCEIÇÃO DO COITÉ;3938;0,004;0;14;2024-09-16 15:01:10
BA;CONCEIÇÃO DO JACUÍPE;2359;0,0024;0;4;2024-09-16 15:01:10
BA;CONDE;1725;0,0017;0;2;2024-09-16 15:01:10
BA;CONDEÚBA;983;0,001;0;1;2024-09-16 15:01:10
BA;CONTENDAS DO SINCORÁ;610;0,0006;0;2;2024-09-16 15:01:10
BA;CORAÇÃO DE MARIA;1928;0,0019;0;1;2024-09-16 15:01:10
BA;CORDEIROS;782;0,0008;0;2;2024-09-16 15:01:10
BA;CORIBE;1457;0,0015;0;0;2024-09-16 15:01:10
BA;CORONEL JOÃO SÁ;1042;0,0011;0;0;2024-09-16 15:01:10
BA;CORRENTINA;2672;0,0027;1;4;2024-09-16 15:01:10
BA;COTEGIPE;1195;0,0012;0;6;2024-09-16 15:01:10
BA;CRAVOLÂNDIA;764;0,0008;0;10;2024-09-16 15:01:10
BA;CRISTÓPOLIS;1771;0,0018;0;4;2024-09-16 15:01:10
BA;CRISÓPOLIS;1179;0,0012;0;3;2024-09-16 15:01:10
BA;CRUZ DAS ALMAS;4937;0,005;0;8;2024-09-16 15:01:10
BA;CURAÇÁ;2237;0,0023;0;5;2024-09-16 15:01:10
BA;CÂNDIDO SALES;1414;0,0014;0;16;2024-09-16 15:01:10
BA;CÍCERO DANTAS;2941;0,003;0;2;2024-09-16 15:01:10
BA;DIAS D'ÁVILA;3660;0,0037;1;7;2024-09-16 15:01:10
BA;DOM BASÍLIO;976;0,001;0;1;2024-09-16 15:01:10
BA;DOM MACEDO COSTA;387;0,0004;0;0;2024-09-16 15:01:10
BA;DÁRIO MEIRA;935;0,0009;0;1;2024-09-16 15:01:10
BA;ELÍSIO MEDRADO;787;0,0008;0;2;2024-09-16 15:01:10
BA;ENCRUZILHADA;1881;0,0019;0;1;2024-09-16 15:01:10
BA;ENTRE RIOS;3680;0,0037;0;18;2024-09-16 15:01:10
BA;ESPLANADA;2324;0,0023;0;5;2024-09-16 15:01:10
BA;EUCLIDES DA CUNHA;2987;0,003;0;25;2024-09-16 15:01:10
BA;EUNÁPOLIS;6097;0,0062;1;24;2024-09-16 15:01:10
BA;FEIRA DA MATA;1137;0,0011;0;6;2024-09-16 15:01:10
BA;FEIRA DE SANTANA;23781;0,024;2;128;2024-09-16 15:01:10
BA;FILADÉLFIA;1520;0,0015;0;0;2024-09-16 15:01:10
BA;FIRMINO ALVES;832;0,0008;0;0;2024-09-16 15:01:10
BA;FLORESTA AZUL;987;0,001;0;5;2024-09-16 15:01:10
BA;FORMOSA DO RIO PRETO;1926;0,0019;0;2;2024-09-16 15:01:10
BA;FÁTIMA;1548;0,0016;0;0;2024-09-16 15:01:10
BA;GANDU;4151;0,0042;0;7;2024-09-16 15:01:10
BA;GAVIÃO;817;0,0008;0;4;2024-09-16 15:01:10
BA;GENTIO DO OURO;1008;0,001;0;2;2024-09-16 15:01:10
BA;GLÓRIA;1536;0,0016;0;10;2024-09-16 15:01:10
BA;GONGOGI;1135;0,0011;0;16;2024-09-16 15:01:10
BA;GOVERNADOR MANGABEIRA;2142;0,0022;0;12;2024-09-16 15:01:10
BA;GUAJERU;665;0,0007;0;3;2024-09-16 15:01:10
BA;GUANAMBI;3948;0,004;0;5;2024-09-16 15:01:10
BA;GUARATINGA;1897;0,0019;0;5;2024-09-16 15:01:10
BA;HELIÓPOLIS;1778;0,0018;0;1;2024-09-16 15:01:10
BA;IAÇU;1927;0,0019;0;0;2024-09-16 15:01:10
BA;IBIASSUCÊ;653;0,0007;0;2;2024-09-16 15:01:10
BA;IBICARAÍ;2001;0,002;0;6;2024-09-16 15:01:10
BA;IBICOARA;1200;0,0012;0;1;2024-09-16 15:01:10
BA;IBICUÍ;1397;0,0014;0;7;2024-09-16 15:01:10
BA;IBIPEBA;1631;0,0016;0;6;2024-09-16 15:01:10
BA;IBIPITANGA;1040;0,001;0;1;2024-09-16 15:01:10
BA;IBIQUERA;711;0,0007;0;3;2024-09-16 15:01:10
BA;IBIRAPITANGA;1322;0,0013;0;5;2024-09-16 15:01:10
BA;IBIRAPUÃ;1019;0,001;0;14;2024-09-16 15:01:10
BA;IBIRATAIA;1662;0,0017;0;4;2024-09-16 15:01:10
BA;IBITIARA;856;0,0009;0;1;2024-09-16 15:01:10
BA;IBITITÁ;1840;0,0019;0;5;2024-09-16 15:01:10
BA;IBOTIRAMA;1632;0,0016;0;0;2024-09-16 15:01:10
BA;ICHU;863;0,0009;0;0;2024-09-16 15:01:10
BA;IGAPORÃ;1035;0,001;0;0;2024-09-16 15:01:10
BA;IGRAPIÚNA;1183;0,0012;0;2;2024-09-16 15:01:10
BA;IGUAÍ;1981;0,002;0;11;2024-09-16 15:01:10
BA;ILHÉUS;14868;0,015;1;71;2024-09-16 15:01:10
BA;INHAMBUPE;2835;0,0029;0;10;2024-09-16 15:01:10
BA;IPECAETÁ;1522;0,0015;0;2;2024-09-16 15:01:10
BA;IPIAÚ;3007;0,003;0;7;2024-09-16 15:01:10
BA;IPIRÁ;2543;0,0026;0;1;2024-09-16 15:01:10
