UF;Município;Quantitativo;Porcentagem (%);qt_nome_social;qt_deficientes;Data de carga
MG;CAMACHO;616;0,0004;0;5;2024-09-16 15:01:10
MG;CAMANDUCAIA;1652;0,001;0;2;2024-09-16 15:01:10
MG;CAMBUQUIRA;1803;0,001;1;8;2024-09-16 15:01:10
MG;CAMBUÍ;1810;0,001;0;3;2024-09-16 15:01:10
MG;CAMPANHA;1260;0,0007;0;1;2024-09-16 15:01:10
MG;CAMPANÁRIO;711;0,0004;0;2;2024-09-16 15:01:10
MG;CAMPESTRE;1965;0,0011;0;7;2024-09-16 15:01:10
MG;CAMPINA VERDE;2227;0,0013;0;7;2024-09-16 15:01:10
MG;CAMPO AZUL;719;0,0004;0;1;2024-09-16 15:01:10
MG;CAMPO BELO;4123;0,0024;1;1;2024-09-16 15:01:10
MG;CAMPO DO MEIO;1813;0,0011;0;2;2024-09-16 15:01:10
MG;CAMPO FLORIDO;918;0,0005;0;20;2024-09-16 15:01:10
MG;CAMPOS ALTOS;1481;0,0009;0;8;2024-09-16 15:01:10
MG;CAMPOS GERAIS;1838;0,0011;0;2;2024-09-16 15:01:10
MG;CANA VERDE;734;0,0004;0;7;2024-09-16 15:01:10
MG;CANAÃ;1158;0,0007;0;11;2024-09-16 15:01:10
MG;CANDEIAS;1779;0,001;0;7;2024-09-16 15:01:10
MG;CANTAGALO;803;0,0005;0;0;2024-09-16 15:01:10
MG;CANÁPOLIS;2109;0,0012;1;0;2024-09-16 15:01:10
MG;CAPARAÓ;762;0,0004;0;1;2024-09-16 15:01:10
MG;CAPELA NOVA;847;0,0005;0;1;2024-09-16 15:01:10
MG;CAPELINHA;2053;0,0012;0;4;2024-09-16 15:01:10
MG;CAPETINGA;1811;0,001;0;1;2024-09-16 15:01:10
MG;CAPIM BRANCO;1352;0,0008;0;5;2024-09-16 15:01:10
MG;CAPINÓPOLIS;2283;0,0013;0;3;2024-09-16 15:01:10
MG;CAPITÃO ANDRADE;685;0,0004;0;1;2024-09-16 15:01:10
MG;CAPITÃO ENÉAS;1930;0,0011;0;1;2024-09-16 15:01:10
MG;CAPITÓLIO;1112;0,0006;0;0;2024-09-16 15:01:10
MG;CAPUTIRA;1165;0,0007;0;3;2024-09-16 15:01:10
MG;CARANAÍBA;651;0,0004;0;1;2024-09-16 15:01:10
MG;CARANDAÍ;2494;0,0014;0;2;2024-09-16 15:01:10
MG;CARANGOLA;3532;0,002;0;9;2024-09-16 15:01:10
MG;CARATINGA;6196;0,0036;0;95;2024-09-16 15:01:10
MG;CARAÍ;1251;0,0007;0;4;2024-09-16 15:01:10
MG;CARBONITA;1165;0,0007;0;2;2024-09-16 15:01:10
MG;CAREAÇU;871;0,0005;0;2;2024-09-16 15:01:10
MG;CARLOS CHAGAS;1830;0,0011;0;39;2024-09-16 15:01:10
MG;CARMO DA CACHOEIRA;1171;0,0007;0;2;2024-09-16 15:01:10
MG;CARMO DA MATA;1405;0,0008;0;2;2024-09-16 15:01:10
MG;CARMO DE MINAS;1071;0,0006;0;4;2024-09-16 15:01:10
MG;CARMO DO CAJURU;1582;0,0009;0;17;2024-09-16 15:01:10
MG;CARMO DO PARANAÍBA;1862;0,0011;0;23;2024-09-16 15:01:10
MG;CARMO DO RIO CLARO;2170;0,0013;0;5;2024-09-16 15:01:10
MG;CARMÉSIA;446;0,0003;0;0;2024-09-16 15:01:10
MG;CARMÓPOLIS DE MINAS;1471;0,0009;0;5;2024-09-16 15:01:10
MG;CARNEIRINHO;1974;0,0011;0;11;2024-09-16 15:01:10
MG;CARRANCAS;570;0,0003;0;6;2024-09-16 15:01:10
MG;CARVALHOS;848;0,0005;0;2;2024-09-16 15:01:10
MG;CARVALHÓPOLIS;986;0,0006;0;8;2024-09-16 15:01:10
MG;CASA GRANDE;372;0,0002;0;3;2024-09-16 15:01:10
MG;CASCALHO RICO;1001;0,0006;0;2;2024-09-16 15:01:10
MG;CATAGUASES;6264;0,0036;0;20;2024-09-16 15:01:10
MG;CATAS ALTAS;1052;0,0006;0;1;2024-09-16 15:01:10
MG;CATAS ALTAS DA NORUEGA;900;0,0005;0;9;2024-09-16 15:01:10
MG;CATUJI;1187;0,0007;0;3;2024-09-16 15:01:10
MG;CATUTI;830;0,0005;0;2;2024-09-16 15:01:10
MG;CAXAMBU;2267;0,0013;0;2;2024-09-16 15:01:10
MG;CEDRO DO ABAETÉ;440;0,0003;0;3;2024-09-16 15:01:10
MG;CENTRAL DE MINAS;947;0,0005;0;4;2024-09-16 15:01:10
MG;CENTRALINA;1888;0,0011;0;3;2024-09-16 15:01:10
MG;CHALÉ;755;0,0004;0;3;2024-09-16 15:01:10
MG;CHAPADA DO NORTE;1081;0,0006;0;0;2024-09-16 15:01:10
MG;CHAPADA GAÚCHA;1139;0,0007;0;3;2024-09-16 15:01:10
MG;CHIADOR;641;0,0004;0;12;2024-09-16 15:01:10
MG;CHÁCARA;715;0,0004;0;2;2024-09-16 15:01:10
MG;CIPOTÂNEA;867;0,0005;0;2;2024-09-16 15:01:10
MG;CLARAVAL;685;0,0004;0;0;2024-09-16 15:01:10
MG;CLARO DOS POÇÕES;1213;0,0007;0;3;2024-09-16 15:01:10
MG;CLÁUDIO;2329;0,0014;0;4;2024-09-16 15:01:10
MG;COIMBRA;873;0,0005;0;2;2024-09-16 15:01:10
MG;COLUNA;978;0,0006;0;1;2024-09-16 15:01:10
MG;COMENDADOR GOMES;783;0,0005;0;1;2024-09-16 15:01:10
MG;COMERCINHO;984;0,0006;0;1;2024-09-16 15:01:10
MG;CONCEIÇÃO DA APARECIDA;1274;0,0007;0;2;2024-09-16 15:01:10
MG;CONCEIÇÃO DA BARRA DE MINAS;867;0,0005;0;2;2024-09-16 15:01:10
MG;CONCEIÇÃO DAS ALAGOAS;1875;0,0011;1;3;2024-09-16 15:01:10
MG;CONCEIÇÃO DAS PEDRAS;658;0,0004;2;4;2024-09-16 15:01:10
MG;CONCEIÇÃO DE IPANEMA;1060;0,0006;0;0;2024-09-16 15:01:10
MG;CONCEIÇÃO DO MATO DENTRO;1684;0,001;0;5;2024-09-16 15:01:10
MG;CONCEIÇÃO DO PARÁ;996;0,0006;0;2;2024-09-16 15:01:10
MG;CONCEIÇÃO DO RIO VERDE;1982;0,0011;0;0;2024-09-16 15:01:10
MG;CONCEIÇÃO DOS OUROS;991;0,0006;0;8;2024-09-16 15:01:10
MG;CONFINS;1209;0,0007;0;0;2024-09-16 15:01:10
MG;CONGONHAL;944;0,0005;0;2;2024-09-16 15:01:10
MG;CONGONHAS;5548;0,0032;1;3;2024-09-16 15:01:10
MG;CONGONHAS DO NORTE;622;0,0004;0;1;2024-09-16 15:01:10
MG;CONQUISTA;1023;0,0006;0;3;2024-09-16 15:01:10
MG;CONSELHEIRO LAFAIETE;7047;0,0041;0;40;2024-09-16 15:01:10
MG;CONSELHEIRO PENA;2338;0,0014;0;3;2024-09-16 15:01:10
MG;CONSOLAÇÃO;540;0,0003;0;0;2024-09-16 15:01:10
MG;CONTAGEM;29003;0,0168;1;527;2024-09-16 15:01:10
MG;COQUEIRAL;1009;0,0006;0;0;2024-09-16 15:01:10
MG;CORAÇÃO DE JESUS;2193;0,0013;0;4;2024-09-16 15:01:10
MG;CORDISBURGO;1236;0,0007;0;3;2024-09-16 15:01:10
MG;CORDISLÂNDIA;633;0,0004;0;2;2024-09-16 15:01:10
MG;CORINTO;2082;0,0012;0;2;2024-09-16 15:01:10
MG;COROACI;1205;0,0007;0;4;2024-09-16 15:01:10
MG;COROMANDEL;2826;0,0016;0;2;2024-09-16 15:01:10
MG;CORONEL FABRICIANO;8017;0,0046;0;30;2024-09-16 15:01:10
MG;CORONEL MURTA;1237;0,0007;0;0;2024-09-16 15:01:10
MG;CORONEL PACHECO;906;0,0005;0;2;2024-09-16 15:01:10
MG;CORONEL XAVIER CHAVES;446;0,0003;0;0;2024-09-16 15:01:10
MG;COUTO DE MAGALHÃES DE MINAS;805;0,0005;0;1;2024-09-16 15:01:10
MG;CRISTAIS;1903;0,0011;0;0;2024-09-16 15:01:10
MG;CRISTIANO OTONI;949;0,0006;0;3;2024-09-16 15:01:10
MG;CRISTINA;1470;0,0009;0;6;2024-09-16 15:01:10
MG;CRISTÁLIA;836;0,0005;0;2;2024-09-16 15:01:10
MG;CRISÓLITA;803;0,0005;0;5;2024-09-16 15:01:10
MG;CRUCILÂNDIA;954;0,0006;0;3;2024-09-16 15:01:10
MG;CRUZEIRO DA FORTALEZA;816;0,0005;0;1;2024-09-16 15:01:10
MG;CRUZÍLIA;1254;0,0007;0;6;2024-09-16 15:01:10
MG;CUPARAQUE;824;0,0005;0;4;2024-09-16 15:01:10
MG;CURRAL DE DENTRO;939;0,0005;0;2;2024-09-16 15:01:10
MG;CURVELO;4374;0,0025;0;22;2024-09-16 15:01:10
MG;CÁSSIA;2478;0,0014;1;1;2024-09-16 15:01:10
MG;CÓRREGO DANTA;783;0,0005;0;2;2024-09-16 15:01:10
MG;CÓRREGO DO BOM JESUS;583;0,0003;0;1;2024-09-16 15:01:10
MG;CÓRREGO FUNDO;529;0,0003;0;1;2024-09-16 15:01:10
MG;CÓRREGO NOVO;1051;0,0006;0;16;2024-09-16 15:01:10
MG;CÔNEGO MARINHO;909;0,0005;0;3;2024-09-16 15:01:10
MG;DATAS;625;0,0004;0;4;2024-09-16 15:01:10
MG;DELFIM MOREIRA;875;0,0005;0;12;2024-09-16 15:01:10
MG;DELFINÓPOLIS;1055;0,0006;0;3;2024-09-16 15:01:10
MG;DELTA;1358;0,0008;0;18;2024-09-16 15:01:10
MG;DESCOBERTO;863;0,0005;0;0;2024-09-16 15:01:10
MG;DESTERRO DE ENTRE RIOS;770;0,0004;0;0;2024-09-16 15:01:10
MG;DESTERRO DO MELO;888;0,0005;0;2;2024-09-16 15:01:10
MG;DIAMANTINA;3220;0,0019;0;7;2024-09-16 15:01:10
MG;DIOGO DE VASCONCELOS;751;0,0004;0;3;2024-09-16 15:01:10
MG;DIONÍSIO;1739;0,001;1;2;2024-09-16 15:01:10
MG;DIVINO;1535;0,0009;0;1;2024-09-16 15:01:10
MG;DIVINO DAS LARANJEIRAS;854;0,0005;0;3;2024-09-16 15:01:10
MG;DIVINOLÂNDIA DE MINAS;1155;0,0007;0;2;2024-09-16 15:01:10
MG;DIVINÉSIA;641;0,0004;0;1;2024-09-16 15:01:10
MG;DIVINÓPOLIS;14424;0,0084;1;320;2024-09-16 15:01:10
MG;DIVISA ALEGRE;987;0,0006;0;0;2024-09-16 15:01:10
MG;DIVISA NOVA;773;0,0004;0;1;2024-09-16 15:01:10
MG;DIVISÓPOLIS;1059;0,0006;0;0;2024-09-16 15:01:10
MG;DOM BOSCO;723;0,0004;0;6;2024-09-16 15:01:10
MG;DOM CAVATI;1218;0,0007;0;6;2024-09-16 15:01:10
MG;DOM JOAQUIM;748;0,0004;0;0;2024-09-16 15:01:10
MG;DOM SILVÉRIO;687;0,0004;0;6;2024-09-16 15:01:10
MG;DOM VIÇOSO;627;0,0004;0;2;2024-09-16 15:01:10
MG;DONA EUSÉBIA;1114;0,0006;0;6;2024-09-16 15:01:10
MG;DORES DE CAMPOS;1230;0,0007;0;2;2024-09-16 15:01:10
MG;DORES DE GUANHÃES;915;0,0005;0;0;2024-09-16 15:01:10
MG;DORES DO INDAIÁ;2470;0,0014;0;15;2024-09-16 15:01:10
MG;DORES DO TURVO;867;0,0005;0;2;2024-09-16 15:01:10
MG;DORESÓPOLIS;698;0,0004;0;0;2024-09-16 15:01:10
MG;DOURADOQUARA;709;0,0004;0;1;2024-09-16 15:01:10
MG;DURANDÉ;784;0,0005;0;2;2024-09-16 15:01:10
MG;ELÓI MENDES;2096;0,0012;0;9;2024-09-16 15:01:10
MG;ENGENHEIRO CALDAS;1384;0,0008;1;7;2024-09-16 15:01:10
MG;ENGENHEIRO NAVARRO;1018;0,0006;0;1;2024-09-16 15:01:10
MG;ENTRE FOLHAS;1312;0,0008;1;10;2024-09-16 15:01:10
MG;ENTRE RIOS DE MINAS;2108;0,0012;0;1;2024-09-16 15:01:10
MG;ERVÁLIA;1315;0,0008;0;5;2024-09-16 15:01:10
MG;ESMERALDAS;4255;0,0025;0;64;2024-09-16 15:01:10
MG;ESPERA FELIZ;1884;0,0011;0;3;2024-09-16 15:01:10
MG;ESPINOSA;3029;0,0018;0;3;2024-09-16 15:01:10
MG;ESPÍRITO SANTO DO DOURADO;745;0,0004;0;0;2024-09-16 15:01:10
MG;ESTIVA;818;0,0005;0;2;2024-09-16 15:01:10
MG;ESTRELA DALVA;535;0,0003;0;1;2024-09-16 15:01:10
MG;ESTRELA DO INDAIÁ;394;0,0002;0;3;2024-09-16 15:01:10
MG;ESTRELA DO SUL;1135;0,0007;0;2;2024-09-16 15:01:10
MG;EUGENÓPOLIS;1130;0,0007;0;8;2024-09-16 15:01:10
MG;EWBANK DA CÂMARA;887;0,0005;0;3;2024-09-16 15:01:10
MG;EXTREMA;2572;0,0015;0;8;2024-09-16 15:01:10
MG;FAMA;797;0,0005;0;2;2024-09-16 15:01:10
MG;FARIA LEMOS;768;0,0004;0;6;2024-09-16 15:01:10
MG;FELISBURGO;794;0,0005;0;0;2024-09-16 15:01:10
MG;FELIXLÂNDIA;1525;0,0009;0;0;2024-09-16 15:01:10
MG;FELÍCIO DOS SANTOS;681;0,0004;0;0;2024-09-16 15:01:10
MG;FERNANDES TOURINHO;408;0,0002;0;0;2024-09-16 15:01:10
MG;FERROS;1151;0,0007;0;5;2024-09-16 15:01:10
MG;FERVEDOURO;1096;0,0006;1;2;2024-09-16 15:01:10
MG;FLORESTAL;1152;0,0007;0;3;2024-09-16 15:01:10
MG;FORMIGA;3826;0,0022;0;7;2024-09-16 15:01:10
MG;FORMOSO;934;0,0005;0;2;2024-09-16 15:01:10
MG;FORTALEZA DE MINAS;1040;0,0006;0;1;2024-09-16 15:01:10
MG;FORTUNA DE MINAS;953;0,0006;0;0;2024-09-16 15:01:10
MG;FRANCISCO BADARÓ;802;0,0005;0;1;2024-09-16 15:01:10
MG;FRANCISCO DUMONT;917;0,0005;0;3;2024-09-16 15:01:10
MG;FRANCISCO SÁ;2152;0,0012;0;0;2024-09-16 15:01:10
MG;FRANCISCÓPOLIS;860;0,0005;0;1;2024-09-16 15:01:10
MG;FREI GASPAR;806;0,0005;0;1;2024-09-16 15:01:10
MG;FREI INOCÊNCIO;1162;0,0007;1;8;2024-09-16 15:01:10
MG;FREI LAGONEGRO;608;0,0004;0;1;2024-09-16 15:01:10
MG;FRONTEIRA;1782;0,001;0;2;2024-09-16 15:01:10
MG;FRONTEIRA DOS VALES;704;0,0004;0;9;2024-09-16 15:01:10
MG;FRUTA DE LEITE;507;0,0003;0;0;2024-09-16 15:01:10
MG;FRUTAL;4666;0,0027;0;15;2024-09-16 15:01:10
MG;FUNILÂNDIA;851;0,0005;0;2;2024-09-16 15:01:10
MG;GALILÉIA;1205;0,0007;0;1;2024-09-16 15:01:10
MG;GAMELEIRAS;798;0,0005;0;3;2024-09-16 15:01:10
MG;GLAUCILÂNDIA;725;0,0004;0;3;2024-09-16 15:01:10
MG;GOIABEIRA;1221;0,0007;0;2;2024-09-16 15:01:10
MG;GOIANÁ;834;0,0005;0;2;2024-09-16 15:01:10
MG;GONZAGA;677;0,0004;0;0;2024-09-16 15:01:10
MG;GONÇALVES;616;0,0004;0;1;2024-09-16 15:01:10
MG;GOUVEIA;1296;0,0008;0;2;2024-09-16 15:01:10
MG;GOVERNADOR VALADARES;18218;0,0106;1;178;2024-09-16 15:01:10
MG;GRUPIARA;713;0,0004;0;1;2024-09-16 15:01:10
MG;GRÃO MOGOL;1085;0,0006;0;1;2024-09-16 15:01:10
MG;GUANHÃES;3264;0,0019;0;10;2024-09-16 15:01:10
MG;GUAPÉ;1467;0,0009;0;3;2024-09-16 15:01:10
MG;GUARACIABA;1036;0,0006;0;7;2024-09-16 15:01:10
MG;GUARACIAMA;924;0,0005;0;2;2024-09-16 15:01:10
MG;GUARANI;942;0,0005;0;3;2024-09-16 15:01:10
MG;GUARANÉSIA;2487;0,0014;0;1;2024-09-16 15:01:10
MG;GUARARÁ;856;0,0005;0;2;2024-09-16 15:01:10
MG;GUARDA-MOR;908;0,0005;0;2;2024-09-16 15:01:10
MG;GUAXUPÉ;4122;0,0024;0;15;2024-09-16 15:01:10
MG;GUIDOVAL;935;0,0005;0;5;2024-09-16 15:01:10
MG;GUIMARÂNIA;732;0,0004;0;1;2024-09-16 15:01:10
MG;GUIRICEMA;1176;0,0007;0;1;2024-09-16 15:01:10
MG;GURINHATÃ;966;0,0006;0;2;2024-09-16 15:01:10
MG;HELIODORA;690;0,0004;1;2;2024-09-16 15:01:10
MG;IAPU;1282;0,0007;0;4;2024-09-16 15:01:10
MG;IBERTIOGA;907;0,0005;0;1;2024-09-16 15:01:10
MG;IBIAÍ;1094;0,0006;0;1;2024-09-16 15:01:10
MG;IBIRACATU;850;0,0005;0;0;2024-09-16 15:01:10
MG;IBIRACI;1449;0,0008;0;2;2024-09-16 15:01:10
MG;IBIRITÉ;7489;0,0043;1;44;2024-09-16 15:01:10
MG;IBITIÚRA DE MINAS;564;0,0003;0;0;2024-09-16 15:01:10
MG;IBITURUNA;606;0,0004;0;12;2024-09-16 15:01:10
MG;IBIÁ;2312;0,0013;0;5;2024-09-16 15:01:10
MG;ICARAÍ DE MINAS;887;0,0005;0;2;2024-09-16 15:01:10
MG;IGARAPÉ;2831;0,0016;0;10;2024-09-16 15:01:10
MG;IGARATINGA;780;0,0005;0;3;2024-09-16 15:01:10
MG;IGUATAMA;1364;0,0008;0;8;2024-09-16 15:01:10
MG;IJACI;1387;0,0008;0;5;2024-09-16 15:01:10
MG;ILICÍNEA;1386;0,0008;0;1;2024-09-16 15:01:10
MG;IMBÉ DE MINAS;1461;0,0008;0;28;2024-09-16 15:01:10
MG;INCONFIDENTES;1058;0,0006;0;2;2024-09-16 15:01:10
MG;INDAIABIRA;769;0,0004;0;4;2024-09-16 15:01:10
MG;INDIANÓPOLIS;987;0,0006;0;4;2024-09-16 15:01:10
MG;INGAÍ;645;0,0004;0;2;2024-09-16 15:01:10
MG;INHAPIM;2134;0,0012;0;8;2024-09-16 15:01:10
MG;INHAÚMA;970;0,0006;0;0;2024-09-16 15:01:10
MG;INIMUTABA;867;0,0005;0;0;2024-09-16 15:01:10
MG;IPABA;2388;0,0014;0;6;2024-09-16 15:01:10
MG;IPANEMA;2625;0,0015;0;1;2024-09-16 15:01:10
MG;IPATINGA;26044;0,0151;1;68;2024-09-16 15:01:10
MG;IPIAÇU;1176;0,0007;0;9;2024-09-16 15:01:10
MG;IPUIÚNA;789;0,0005;0;2;2024-09-16 15:01:10
MG;IRAÍ DE MINAS;992;0,0006;0;2;2024-09-16 15:01:10
MG;ITABIRA;13246;0,0077;3;68;2024-09-16 15:01:10
MG;ITABIRINHA;1440;0,0008;0;6;2024-09-16 15:01:10
MG;ITABIRITO;4156;0,0024;2;7;2024-09-16 15:01:10
MG;ITACAMBIRA;635;0,0004;0;5;2024-09-16 15:01:10
MG;ITACARAMBI;1642;0,001;0;2;2024-09-16 15:01:10
MG;ITAGUARA;952;0,0006;0;3;2024-09-16 15:01:10
MG;ITAIPÉ;1046;0,0006;0;14;2024-09-16 15:01:10
MG;ITAJUBÁ;6010;0,0035;0;49;2024-09-16 15:01:10
MG;ITAMARANDIBA;2143;0,0012;1;3;2024-09-16 15:01:10
MG;ITAMARATI DE MINAS;783;0,0005;1;1;2024-09-16 15:01:10
MG;ITAMBACURI;1689;0,001;0;4;2024-09-16 15:01:10
MG;ITAMBÉ DO MATO DENTRO;670;0,0004;0;3;2024-09-16 15:01:10
MG;ITAMOGI;1825;0,0011;0;2;2024-09-16 15:01:10
MG;ITAMONTE;1264;0,0007;0;4;2024-09-16 15:01:10
MG;ITANHANDU;1482;0,0009;0;18;2024-09-16 15:01:10
MG;ITANHOMI;1277;0,0007;0;2;2024-09-16 15:01:10
MG;ITAOBIM;2484;0,0014;0;1;2024-09-16 15:01:10
MG;ITAPAGIPE;1506;0,0009;0;3;2024-09-16 15:01:10
MG;ITAPECERICA;2724;0,0016;0;15;2024-09-16 15:01:10
MG;ITAPEVA;1348;0,0008;0;7;2024-09-16 15:01:10
MG;ITATIAIUÇU;1432;0,0008;0;6;2024-09-16 15:01:10
MG;ITAVERAVA;656;0,0004;0;3;2024-09-16 15:01:10
MG;ITAÚ DE MINAS;2660;0,0015;1;7;2024-09-16 15:01:10
MG;ITAÚNA;8672;0,005;1;31;2024-09-16 15:01:10
MG;ITINGA;1463;0,0008;0;2;2024-09-16 15:01:10
MG;ITUETA;655;0,0004;0;0;2024-09-16 15:01:10
MG;ITUIUTABA;7939;0,0046;0;28;2024-09-16 15:01:10
MG;ITUMIRIM;824;0,0005;1;7;2024-09-16 15:01:10
MG;ITURAMA;4107;0,0024;0;12;2024-09-16 15:01:10
MG;ITUTINGA;773;0,0004;0;3;2024-09-16 15:01:10
MG;JABOTICATUBAS;1629;0,0009;0;3;2024-09-16 15:01:10
MG;JACINTO;1557;0,0009;0;1;2024-09-16 15:01:10
MG;JACUTINGA;2575;0,0015;0;3;2024-09-16 15:01:10
MG;JACUÍ;982;0,0006;0;2;2024-09-16 15:01:10
MG;JAGUARAÇU;639;0,0004;0;0;2024-09-16 15:01:10
MG;JAMPRUCA;1042;0,0006;0;1;2024-09-16 15:01:10
MG;JANAÚBA;3844;0,0022;0;20;2024-09-16 15:01:10
MG;JANUÁRIA;4420;0,0026;0;11;2024-09-16 15:01:10
MG;JAPARAÍBA;713;0,0004;0;0;2024-09-16 15:01:10
MG;JAPONVAR;1009;0,0006;0;0;2024-09-16 15:01:10
MG;JAÍBA;2417;0,0014;1;9;2024-09-16 15:01:10
MG;JECEABA;1092;0,0006;0;4;2024-09-16 15:01:10
MG;JENIPAPO DE MINAS;800;0,0005;0;0;2024-09-16 15:01:10
MG;JEQUERI;1486;0,0009;0;4;2024-09-16 15:01:10
MG;JEQUITAÍ;968;0,0006;0;4;2024-09-16 15:01:10
MG;JEQUITIBÁ;882;0,0005;0;2;2024-09-16 15:01:10
MG;JEQUITINHONHA;1945;0,0011;0;11;2024-09-16 15:01:10
MG;JESUÂNIA;689;0,0004;0;0;2024-09-16 15:01:10
MG;JOANÉSIA;1207;0,0007;0;2;2024-09-16 15:01:10
MG;JOAQUIM FELÍCIO;878;0,0005;0;6;2024-09-16 15:01:10
MG;JOAÍMA;1198;0,0007;1;3;2024-09-16 15:01:10
MG;JORDÂNIA;1040;0,0006;0;2;2024-09-16 15:01:10
MG;JOSENÓPOLIS;478;0,0003;0;0;2024-09-16 15:01:10
MG;JOSÉ GONÇALVES DE MINAS;727;0,0004;0;2;2024-09-16 15:01:10
MG;JOSÉ RAYDAN;823;0,0005;0;1;2024-09-16 15:01:10
MG;JOÃO MONLEVADE;9456;0,0055;0;77;2024-09-16 15:01:10
MG;JOÃO PINHEIRO;3360;0,0019;0;9;2024-09-16 15:01:10
MG;JUATUBA;3203;0,0019;0;12;2024-09-16 15:01:10
MG;JUIZ DE FORA;36626;0,0212;6;203;2024-09-16 15:01:10
MG;JURAMENTO;859;0,0005;0;11;2024-09-16 15:01:10
MG;JURUAIA;988;0,0006;0;0;2024-09-16 15:01:10
MG;JUVENÍLIA;1046;0,0006;0;0;2024-09-16 15:01:10
MG;LADAINHA;1639;0,001;0;1;2024-09-16 15:01:10
MG;LAGAMAR;1448;0,0008;0;2;2024-09-16 15:01:10
MG;LAGOA DA PRATA;2954;0,0017;0;0;2024-09-16 15:01:10
MG;LAGOA DOS PATOS;622;0,0004;0;0;2024-09-16 15:01:10
MG;LAGOA DOURADA;980;0,0006;0;0;2024-09-16 15:01:10
MG;LAGOA FORMOSA;1481;0,0009;1;3;2024-09-16 15:01:10
MG;LAGOA GRANDE;1809;0,001;0;2;2024-09-16 15:01:10
MG;LAGOA SANTA;3976;0,0023;0;19;2024-09-16 15:01:10
MG;LAJINHA;1213;0,0007;0;1;2024-09-16 15:01:10
MG;LAMBARI;2320;0,0013;1;16;2024-09-16 15:01:10
MG;LAMIM;646;0,0004;0;4;2024-09-16 15:01:10
MG;LARANJAL;1366;0,0008;0;0;2024-09-16 15:01:10
MG;LASSANCE;1275;0,0007;0;2;2024-09-16 15:01:10
MG;LAVRAS;6235;0,0036;0;37;2024-09-16 15:01:10
MG;LEANDRO FERREIRA;761;0,0004;0;0;2024-09-16 15:01:10
MG;LEME DO PRADO;736;0,0004;0;2;2024-09-16 15:01:10
MG;LEOPOLDINA;4922;0,0029;0;15;2024-09-16 15:01:10
MG;LIBERDADE;971;0,0006;0;4;2024-09-16 15:01:10
MG;LIMA DUARTE;2214;0,0013;0;4;2024-09-16 15:01:10
MG;LIMEIRA DO OESTE;1199;0,0007;0;2;2024-09-16 15:01:10
MG;LONTRA;823;0,0005;0;1;2024-09-16 15:01:10
MG;LUISBURGO;833;0,0005;0;0;2024-09-16 15:01:10
MG;LUISLÂNDIA;761;0,0004;0;0;2024-09-16 15:01:10
MG;LUMINÁRIAS;926;0,0005;0;3;2024-09-16 15:01:10
MG;LUZ;2296;0,0013;0;5;2024-09-16 15:01:10
MG;MACHACALIS;1067;0,0006;0;17;2024-09-16 15:01:10
MG;MACHADO;2236;0,0013;1;4;2024-09-16 15:01:10
MG;MADRE DE DEUS DE MINAS;800;0,0005;0;3;2024-09-16 15:01:10
MG;MALACACHETA;1545;0,0009;0;9;2024-09-16 15:01:10
MG;MAMONAS;1444;0,0008;0;5;2024-09-16 15:01:10
MG;MANGA;2096;0,0012;0;5;2024-09-16 15:01:10
MG;MANHUAÇU;4052;0,0023;0;3;2024-09-16 15:01:10
MG;MANHUMIRIM;2346;0,0014;0;5;2024-09-16 15:01:10
MG;MANTENA;2693;0,0016;1;17;2024-09-16 15:01:10
MG;MAR DE ESPANHA;1223;0,0007;0;6;2024-09-16 15:01:10
MG;MARAVILHAS;1248;0,0007;1;1;2024-09-16 15:01:10
MG;MARIA DA FÉ;1296;0,0008;0;5;2024-09-16 15:01:10
MG;MARIANA;5194;0,003;0;10;2024-09-16 15:01:10
MG;MARILAC;904;0,0005;0;12;2024-09-16 15:01:10
MG;MARIPÁ DE MINAS;599;0,0003;0;3;2024-09-16 15:01:10
MG;MARLIÉRIA;971;0,0006;0;1;2024-09-16 15:01:10
MG;MARMELÓPOLIS;665;0,0004;0;1;2024-09-16 15:01:10
MG;MARTINHO CAMPOS;1537;0,0009;0;5;2024-09-16 15:01:10
MG;MARTINS SOARES;1304;0,0008;0;3;2024-09-16 15:01:10
MG;MATA VERDE;789;0,0005;0;2;2024-09-16 15:01:10
MG;MATERLÂNDIA;836;0,0005;0;7;2024-09-16 15:01:10
MG;MATEUS LEME;2908;0,0017;0;15;2024-09-16 15:01:10
MG;MATHIAS LOBATO;757;0,0004;0;6;2024-09-16 15:01:10
MG;MATIAS BARBOSA;1230;0,0007;0;3;2024-09-16 15:01:10
MG;MATIAS CARDOSO;972;0,0006;0;0;2024-09-16 15:01:10
MG;MATIPÓ;1484;0,0009;0;1;2024-09-16 15:01:10
MG;MATO VERDE;1219;0,0007;0;3;2024-09-16 15:01:10
MG;MATOZINHOS;3602;0,0021;0;7;2024-09-16 15:01:10
MG;MATUTINA;528;0,0003;0;2;2024-09-16 15:01:10
MG;MEDEIROS;931;0,0005;0;0;2024-09-16 15:01:10
MG;MEDINA;2027;0,0012;0;4;2024-09-16 15:01:10
MG;MENDES PIMENTEL;905;0,0005;0;2;2024-09-16 15:01:10
MG;MERCÊS;1269;0,0007;0;2;2024-09-16 15:01:10
MG;MESQUITA;1007;0,0006;0;2;2024-09-16 15:01:10
MG;MINAS NOVAS;1893;0,0011;0;7;2024-09-16 15:01:10
